_unit_id,sidewalk_ok,sidewalk_ok_confidence,address,lat,long,sidewalk_ok_gold,sidewalk_ok_gold_reason,street,city,state_zip,country,state,zip
752055279,yes,1,"28570 Stuart Avenue, Southfield, MI 48076, USA",42.50045697,-83.21410316,"","",28570 Stuart Avenue,Southfield,MI 48076,USA,MI,48076
752055280,yes,1,"28401-28501 Pierce Street, Southfield, MI 48076, USA",42.49866152,-83.21202626,"","",28401-28501 Pierce Street,Southfield,MI 48076,USA,MI,48076
752055281,"","","9610 Cresta Drive, Los Angeles, CA 90035, USA",34.04653515,-118.3974517,"","",9610 Cresta Drive,Los Angeles,CA 90035,USA,CA,90035
752055282,yes,1,"2212-2298 Beverwil Drive, Los Angeles, CA 90034, USA",34.04418139,-118.3988872,"","",2212-2298 Beverwil Drive,Los Angeles,CA 90034,USA,CA,90034
752055283,yes,1,"2055 East Woodman Drive, Tempe, AZ 85283, USA",33.3619836,-111.900322,"","",2055 East Woodman Drive,Tempe,AZ 85283,USA,AZ,85283
752055284,yes,1,"1898 East Bendix Drive, Tempe, AZ 85283, USA",33.35951353,-111.9056334,"","",1898 East Bendix Drive,Tempe,AZ 85283,USA,AZ,85283
752055285,yes,1,"1117 Basswood Court, Saginaw, TX 76131, USA",32.87109248,-97.34601117,"","",1117 Basswood Court,Saginaw,TX 76131,USA,TX,76131
752055286,yes,1,"1140 Victoria Drive, Saginaw, TX 76131, USA",32.87436563,-97.34371293,"","",1140 Victoria Drive,Saginaw,TX 76131,USA,TX,76131
752055287,"","","4993 Minas Drive, San Jose, CA 95136, USA",37.26049686,-121.8650465,"","",4993 Minas Drive,San Jose,CA 95136,USA,CA,95136
752055288,yes,1,"4388 Hendrix Way, San Jose, CA 95124, USA",37.25653463,-121.9061228,"","",4388 Hendrix Way,San Jose,CA 95124,USA,CA,95124
752055289,yes,1,"4860 Cherry Avenue, San Jose, CA 95118, USA",37.25857823,-121.8838775,"","",4860 Cherry Avenue,San Jose,CA 95118,USA,CA,95118
752055290,yes,1,"4234 Mountcastle Way, San Jose, CA 95136, USA",37.26768486,-121.8690354,"","",4234 Mountcastle Way,San Jose,CA 95136,USA,CA,95136
752055291,no,1,"5098 Pearl Avenue, San Jose, CA 95136, USA",37.25973255,-121.8629332,"","",5098 Pearl Avenue,San Jose,CA 95136,USA,CA,95136
752055292,"","","535 West Capitol Expressway, San Jose, CA 95136, USA",37.27495391,-121.8524822,"","",535 West Capitol Expressway,San Jose,CA 95136,USA,CA,95136
752055293,yes,1,"4255 Rosenbaum Avenue, San Jose, CA 95136, USA",37.27319947,-121.8368984,"","",4255 Rosenbaum Avenue,San Jose,CA 95136,USA,CA,95136
752055294,"","","4250 Monterey Highway, San Jose, CA 95111, USA",37.27585543,-121.8310219,"","",4250 Monterey Highway,San Jose,CA 95111,USA,CA,95111
752055295,yes,1,"924-998 Greatwood Glen Drive, Sugar Land, TX 77479, USA",29.54691699,-95.68615348,"","",924-998 Greatwood Glen Drive,Sugar Land,TX 77479,USA,TX,77479
752055296,yes,1,"8102 Cross Trail Drive, Sugar Land, TX 77479, USA",29.54406377,-95.66742229,"","",8102 Cross Trail Drive,Sugar Land,TX 77479,USA,TX,77479
752055297,yes,1,"8714 Rippling Water Drive, Sugar Land, TX 77479, USA",29.55955497,-95.66077797,"","",8714 Rippling Water Drive,Sugar Land,TX 77479,USA,TX,77479
752055298,yes,1,"5930 Stratford Gardens Drive, Sugar Land, TX 77479, USA",29.56048811,-95.63404193,"","",5930 Stratford Gardens Drive,Sugar Land,TX 77479,USA,TX,77479
752055299,yes,1,"5203 Hadfield Court, Sugar Land, TX 77479, USA",29.56111177,-95.63316169,"","",5203 Hadfield Court,Sugar Land,TX 77479,USA,TX,77479
752055300,yes,1,"7556 Luz De Lumbre Avenue, El Paso, TX 79912, USA",31.87363632,-106.5708648,"","",7556 Luz De Lumbre Avenue,El Paso,TX 79912,USA,TX,79912
752055301,yes,1,"1465 Desierto Rico Avenue, El Paso, TX 79912, USA",31.87408886,-106.5666838,"","",1465 Desierto Rico Avenue,El Paso,TX 79912,USA,TX,79912
752055302,yes,1,"45-51 Whitehall Boulevard, Garden City, NY 11530, USA",40.72126626,-73.65672027,"","",45-51 Whitehall Boulevard,Garden City,NY 11530,USA,NY,11530
752055303,yes,1,"34 Roxbury Road, Garden City, NY 11530, USA",40.72024256,-73.66394165,"","",34 Roxbury Road,Garden City,NY 11530,USA,NY,11530
752055304,yes,1,"10441 Southwest 46th Street, Miami, FL 33165, USA",25.7251367,-80.36462556,"","",10441 Southwest 46th Street,Miami,FL 33165,USA,FL,33165
752055305,yes,1,"4301 Southwest 107th Avenue, Miami, FL 33165, USA",25.72730827,-80.36669022,"","",4301 Southwest 107th Avenue,Miami,FL 33165,USA,FL,33165
752055306,yes,1,"3917 Aspen Drive, West Des Moines, IA 50265, USA",41.58272191,-93.75743325,"","",3917 Aspen Drive,West Des Moines,IA 50265,USA,IA,50265
752055307,yes,1,"3916 Pommel Place, West Des Moines, IA 50265, USA",41.58125255,-93.75743646,"","",3916 Pommel Place,West Des Moines,IA 50265,USA,IA,50265
752055308,"","","2701-2799 Phelan Lane, Redondo Beach, CA 90278, USA",33.88003885,-118.3664398,"","",2701-2799 Phelan Lane,Redondo Beach,CA 90278,USA,CA,90278
752055309,yes,1,"2106 Gates Avenue, Redondo Beach, CA 90278, USA",33.87835332,-118.3742739,"","",2106 Gates Avenue,Redondo Beach,CA 90278,USA,CA,90278
752055310,no,1,"3849-3899 47th Street, Metairie, LA 70001, USA",29.98486546,-90.1693276,"","",3849-3899 47th Street,Metairie,LA 70001,USA,LA,70001
752055311,yes,1,"521 Kim Street, Metairie, LA 70001, USA",29.98746555,-90.164639,"","",521 Kim Street,Metairie,LA 70001,USA,LA,70001
752055312,yes,1,"3603 Woodhaven Court, Midland, TX 79707, USA",32.02222576,-102.1314446,"","",3603 Woodhaven Court,Midland,TX 79707,USA,TX,79707
752055313,yes,1,"3304 Camarie Avenue, Midland, TX 79707, USA",32.01749492,-102.1249239,"","",3304 Camarie Avenue,Midland,TX 79707,USA,TX,79707
752055314,yes,1,"1114 Clancy Drive Northeast, Albuquerque, NM 87112, USA",35.09287474,-106.5386758,"","",1114 Clancy Drive Northeast,Albuquerque,NM 87112,USA,NM,87112
752055315,yes,1,"1513 Conchas Street Northeast, Albuquerque, NM 87112, USA",35.09711627,-106.5362565,"","",1513 Conchas Street Northeast,Albuquerque,NM 87112,USA,NM,87112
752055316,"","","3607-3609 South Clement Avenue, Milwaukee, WI 53207, USA",42.97905169,-87.89479316,"","",3607-3609 South Clement Avenue,Milwaukee,WI 53207,USA,WI,53207
752055317,yes,1,"7411 West 90th Street, Los Angeles, CA 90045, USA",33.95531292,-118.4248859,"","",7411 West 90th Street,Los Angeles,CA 90045,USA,CA,90045
752055318,yes,1,"7512 West 80th Street, Los Angeles, CA 90045, USA",33.96351542,-118.4293991,"","",7512 West 80th Street,Los Angeles,CA 90045,USA,CA,90045
752055319,yes,1,"6427-6439 West 87th Street, Los Angeles, CA 90045, USA",33.95849585,-118.4003062,"","",6427-6439 West 87th Street,Los Angeles,CA 90045,USA,CA,90045
752055320,yes,1,"6746 Bollinger Road, San Jose, CA 95129, USA",37.3093486,-122.0224012,"","",6746 Bollinger Road,San Jose,CA 95129,USA,CA,95129
752055321,yes,1,"1062 South Blaney Avenue, San Jose, CA 95129, USA",37.30714776,-122.0237145,"","",1062 South Blaney Avenue,San Jose,CA 95129,USA,CA,95129
752055322,yes,1,"820 Forest Avenue, Royal Oak, MI 48067, USA",42.49592179,-83.135061,"","",820 Forest Avenue,Royal Oak,MI 48067,USA,MI,48067
752055323,yes,1,"515 Potter Avenue, Royal Oak, MI 48067, USA",42.49357898,-83.13616239,"","",515 Potter Avenue,Royal Oak,MI 48067,USA,MI,48067
752055324,yes,1,"4328-4330 East 119th Way, Thornton, CO 80233, USA",39.91332015,-104.9333208,"","",4328-4330 East 119th Way,Thornton,CO 80233,USA,CO,80233
752055325,yes,1,"12294 Bellaire Circle, Thornton, CO 80241, USA",39.92005619,-104.9357487,"","",12294 Bellaire Circle,Thornton,CO 80241,USA,CO,80241
752055326,yes,1,"1533 Lafayette Road, Claremont, CA 91711, USA",34.11225716,-117.7270614,"","",1533 Lafayette Road,Claremont,CA 91711,USA,CA,91711
752055327,yes,1,"706 Scripps Drive, Claremont, CA 91711, USA",34.11632561,-117.7268929,"","",706 Scripps Drive,Claremont,CA 91711,USA,CA,91711
752055328,yes,1,"824 Carlisle Boulevard Northeast, Albuquerque, NM 87106, USA",35.09006377,-106.603918,"","",824 Carlisle Boulevard Northeast,Albuquerque,NM 87106,USA,NM,87106
752055329,yes,1,"4414 Avenida Del Sol Northeast, Albuquerque, NM 87110, USA",35.09134175,-106.598082,"","",4414 Avenida Del Sol Northeast,Albuquerque,NM 87110,USA,NM,87110
752055330,yes,1,"3034 Shore Road, Bellmore, NY 11710, USA",40.64559846,-73.53043298,"","",3034 Shore Road,Bellmore,NY 11710,USA,NY,11710
752055331,yes,1,"2488 Harbor Lane, Bellmore, NY 11710, USA",40.6471739,-73.52943432,"","",2488 Harbor Lane,Bellmore,NY 11710,USA,NY,11710
752055332,yes,1,"30725 Normal Street, Roseville, MI 48066, USA",42.52216099,-82.93552244,"","",30725 Normal Street,Roseville,MI 48066,USA,MI,48066
752055333,yes,1,"30865-30999 Quinkert Street, Roseville, MI 48066, USA",42.52379977,-82.93312723,"","",30865-30999 Quinkert Street,Roseville,MI 48066,USA,MI,48066
752055334,yes,1,"82 South Zoranne Drive, Farmingdale, NY 11735, USA",40.71925497,-73.47368673,"","",82 South Zoranne Drive,Farmingdale,NY 11735,USA,NY,11735
752055335,"Not sure, mixed",1,"447 North Bleecker Drive, Massapequa, NY 11758, USA",40.71614279,-73.46616466,"","",447 North Bleecker Drive,Massapequa,NY 11758,USA,NY,11758
752055336,yes,1,"11446 West Cambridge Avenue, Avondale, AZ 85392, USA",33.47509445,-112.3050688,"","",11446 West Cambridge Avenue,Avondale,AZ 85392,USA,AZ,85392
752055337,"","","11471-11499 West Thomas Road, Avondale, AZ 85392, USA",33.47854694,-112.3062471,"","",11471-11499 West Thomas Road,Avondale,AZ 85392,USA,AZ,85392
752055338,yes,1,"12488 Brookshire Avenue, Baton Rouge, LA 70815, USA",30.44525977,-91.04492744,"","",12488 Brookshire Avenue,Baton Rouge,LA 70815,USA,LA,70815
752055339,yes,1,"844 Havenwood Drive, Baton Rouge, LA 70815, USA",30.4507659,-91.04832793,"","",844 Havenwood Drive,Baton Rouge,LA 70815,USA,LA,70815
752055340,yes,1,"919 Brockenbraugh Court, Metairie, LA 70005, USA",30.00728859,-90.1366744,"","",919 Brockenbraugh Court,Metairie,LA 70005,USA,LA,70005
752055341,yes,1,"1600-1698 Pomona Street, Metairie, LA 70005, USA",30.00439229,-90.14096958,"","",1600-1698 Pomona Street,Metairie,LA 70005,USA,LA,70005
752055342,yes,1,"9800 Coda Place Northeast, Albuquerque, NM 87111, USA",35.12610317,-106.5315579,"","",9800 Coda Place Northeast,Albuquerque,NM 87111,USA,NM,87111
752055343,yes,1,"3716 Mary Ellen Street Northeast, Albuquerque, NM 87111, USA",35.12440445,-106.530825,"","",3716 Mary Ellen Street Northeast,Albuquerque,NM 87111,USA,NM,87111
752055344,yes,1,"23 Evelyn Drive, Bethpage, NY 11714, USA",40.76064294,-73.47052564,"","",23 Evelyn Drive,Bethpage,NY 11714,USA,NY,11714
752055345,yes,1,"20 Ruth Place, Plainview, NY 11803, USA",40.76396779,-73.46987466,"","",20 Ruth Place,Plainview,NY 11803,USA,NY,11803
752055346,yes,1,"7861 Carlisle Drive, Hanover Park, IL 60133, USA",42.01194222,-88.13348499,"","",7861 Carlisle Drive,Hanover Park,IL 60133,USA,IL,60133
752055347,yes,1,"8112-8118 Northway Drive, Hanover Park, IL 60133, USA",42.01605457,-88.13322056,"","",8112-8118 Northway Drive,Hanover Park,IL 60133,USA,IL,60133
752055348,yes,1,"4106 Pinehurst Drive, Amarillo, TX 79109, USA",35.16592522,-101.9163775,"","",4106 Pinehurst Drive,Amarillo,TX 79109,USA,TX,79109
752055349,yes,1,"4109 Pinehurst Drive, Amarillo, TX 79109, USA",35.16631626,-101.9158099,"","",4109 Pinehurst Drive,Amarillo,TX 79109,USA,TX,79109
752055350,yes,1,"71 East Garfield Avenue, Hazel Park, MI 48030, USA",42.4719444,-83.10285639,"","",71 East Garfield Avenue,Hazel Park,MI 48030,USA,MI,48030
752055351,yes,1,"584 East Coy Avenue, Hazel Park, MI 48030, USA",42.47372888,-83.09952197,"","",584 East Coy Avenue,Hazel Park,MI 48030,USA,MI,48030
752055352,yes,1,"2008 Robinson Street, Redondo Beach, CA 90278, USA",33.87987975,-118.3761544,"","",2008 Robinson Street,Redondo Beach,CA 90278,USA,CA,90278
752055353,yes,1,"1905 Curtis Avenue, Redondo Beach, CA 90278, USA",33.87772277,-118.3794812,"","",1905 Curtis Avenue,Redondo Beach,CA 90278,USA,CA,90278
752055354,yes,1,"12532 Semillon Boulevard, San Diego, CA 92131, USA",32.9105392,-117.0617495,"","",12532 Semillon Boulevard,San Diego,CA 92131,USA,CA,92131
752055355,yes,1,"10272 Walnutdale Street, San Diego, CA 92131, USA",32.90777975,-117.0627118,"","",10272 Walnutdale Street,San Diego,CA 92131,USA,CA,92131
752055356,yes,1,"14627 Birchwood Avenue, Cleveland, OH 44111, USA",41.46574633,-81.79830763,"","",14627 Birchwood Avenue,Cleveland,OH 44111,USA,OH,44111
752055357,yes,1,"3252 West 153rd Street, Cleveland, OH 44111, USA",41.46437397,-81.80320245,"","",3252 West 153rd Street,Cleveland,OH 44111,USA,OH,44111
752055358,yes,1,"6352-6354 South Jackson Street, Centennial, CO 80121, USA",39.60134438,-104.9428884,"","",6352-6354 South Jackson Street,Centennial,CO 80121,USA,CO,80121
752055359,yes,1,"4142 East Weaver Place, Centennial, CO 80121, USA",39.59985284,-104.9397511,"","",4142 East Weaver Place,Centennial,CO 80121,USA,CO,80121
752055360,yes,1,"1225 Milan Avenue, Coral Gables, FL 33134, USA",25.75711793,-80.2801413,"","",1225 Milan Avenue,Coral Gables,FL 33134,USA,FL,33134
752055361,yes,1,"1231 Pizarro Street, Coral Gables, FL 33134, USA",25.75945256,-80.27293337,"","",1231 Pizarro Street,Coral Gables,FL 33134,USA,FL,33134
752055362,yes,1,"3446 North 45th Street, Milwaukee, WI 53216, USA",43.08213457,-87.96939631,"","",3446 North 45th Street,Milwaukee,WI 53216,USA,WI,53216
752055363,yes,1,"3291 North 47th Street, Milwaukee, WI 53216, USA",43.0790076,-87.9729251,"","",3291 North 47th Street,Milwaukee,WI 53216,USA,WI,53216
752055364,yes,1,"15636 South Visalia Avenue, Compton, CA 90220, USA",33.88975463,-118.2610264,"","",15636 South Visalia Avenue,Compton,CA 90220,USA,CA,90220
752055365,yes,1,"618 South Clymar Avenue, Compton, CA 90220, USA",33.88891794,-118.2578459,"","",618 South Clymar Avenue,Compton,CA 90220,USA,CA,90220
752055366,yes,1,"215 North Fremont Avenue, Alhambra, CA 91801, USA",34.09834955,-118.1522962,"","",215 North Fremont Avenue,Alhambra,CA 91801,USA,CA,91801
752055367,yes,1,"1933 Alpha Street, South Pasadena, CA 91030, USA",34.10156211,-118.1596271,"","",1933 Alpha Street,South Pasadena,CA 91030,USA,CA,91030
752055368,yes,1,"3617 Boardman Street, Minneapolis, MN 55417, USA",44.90421592,-93.21937648,"","",3617 Boardman Street,Minneapolis,MN 55417,USA,MN,55417
752055369,yes,1,"5036 38th Avenue South, Minneapolis, MN 55417, USA",44.91137482,-93.21810852,"","",5036 38th Avenue South,Minneapolis,MN 55417,USA,MN,55417
752055370,yes,1,"9118 Sioux, Redford Charter Township, MI 48239, USA",42.35960195,-83.30824749,"","",9118 Sioux,Redford Charter Township,MI 48239,USA,MI,48239
752055371,yes,1,"9318 Hemingway, Redford Charter Township, MI 48239, USA",42.36159782,-83.30387558,"","",9318 Hemingway,Redford Charter Township,MI 48239,USA,MI,48239
752055372,yes,1,"5188 Providence Road, San Diego, CA 92117, USA",32.83999384,-117.1998269,"","",5188 Providence Road,San Diego,CA 92117,USA,CA,92117
752055373,yes,1,"4050-4198 Appleton Street, San Diego, CA 92117, USA",32.83608871,-117.2024131,"","",4050-4198 Appleton Street,San Diego,CA 92117,USA,CA,92117
752055374,yes,1,"18 Riveria Court, Malverne, NY 11565, USA",40.67697848,-73.67427835,"","",18 Riveria Court,Malverne,NY 11565,USA,NY,11565
752055375,yes,1,"41 Lawrence Avenue, Malverne, NY 11565, USA",40.67854678,-73.66897253,"","",41 Lawrence Avenue,Malverne,NY 11565,USA,NY,11565
752055376,yes,1,"26700 Ursuline Street, Saint Clair Shores, MI 48081, USA",42.48881493,-82.91305734,"","",26700 Ursuline Street,Saint Clair Shores,MI 48081,USA,MI,48081
752055377,yes,1,"21100-21212 Madison Street, Saint Clair Shores, MI 48081, USA",42.48508914,-82.90246458,"","",21100-21212 Madison Street,Saint Clair Shores,MI 48081,USA,MI,48081
752055378,no,1,"26801 Koerber Street, Saint Clair Shores, MI 48081, USA",42.48788779,-82.88583652,"","",26801 Koerber Street,Saint Clair Shores,MI 48081,USA,MI,48081
752055379,"","","6000-6098 U.S. 71, Kansas City, MO 64130, USA",39.01715027,-94.55487097,"","",6000-6098 U.S. 71,Kansas City,MO 64130,USA,MO,64130
752055380,"","","5514 Brighton Avenue, Kansas City, MO 64119, USA",39.02543572,-94.5280382,"","",5514 Brighton Avenue,Kansas City,MO 64119,USA,MO,64119
752055381,yes,1,"2306 East 58th Street, Kansas City, MO 64130, USA",39.02139276,-94.55853974,"","",2306 East 58th Street,Kansas City,MO 64130,USA,MO,64130
752055382,"","","3909 East 53rd Street, Kansas City, MO 64130, USA",39.02894814,-94.53975587,"","",3909 East 53rd Street,Kansas City,MO 64130,USA,MO,64130
752055383,yes,1,"6601-6699 Pennsylvania Avenue, Kansas City, MO 64113, USA",39.00807576,-94.5962057,"","",6601-6699 Pennsylvania Avenue,Kansas City,MO 64113,USA,MO,64113
752055384,yes,1,"134 East 65th Terrace, Kansas City, MO 64113, USA",39.00942639,-94.58572757,"","",134 East 65th Terrace,Kansas City,MO 64113,USA,MO,64113
752055385,yes,1,"1409 West Rockwood Drive, Phoenix, AZ 85027, USA",33.65557731,-112.0898585,"","",1409 West Rockwood Drive,Phoenix,AZ 85027,USA,AZ,85027
752055386,yes,1,"18261 North 11th Drive, Phoenix, AZ 85023, USA",33.65319421,-112.0875092,"","",18261 North 11th Drive,Phoenix,AZ 85023,USA,AZ,85023
752055387,yes,1,"18502 Doty Avenue, Torrance, CA 90504, USA",33.86253372,-118.3396189,"","",18502 Doty Avenue,Torrance,CA 90504,USA,CA,90504
752055388,yes,1,"3619 187th Street, Torrance, CA 90504, USA",33.86117528,-118.3360045,"","",3619 187th Street,Torrance,CA 90504,USA,CA,90504
752055389,yes,1,"1248 Bonnabel Boulevard, Metairie, LA 70005, USA",30.01333089,-90.14228138,"","",1248 Bonnabel Boulevard,Metairie,LA 70005,USA,LA,70005
752055390,yes,1,"3800-3998 Metairie Court, Metairie, LA 70002, USA",30.01673487,-90.14726343,"","",3800-3998 Metairie Court,Metairie,LA 70002,USA,LA,70002
752055391,"","","132 Mill Street, Elmwood Park, NJ 07407, USA",40.89207872,-74.11709141,"","",132 Mill Street,Elmwood Park,NJ 07407,USA,NJ,07407
752055392,yes,1,"297 Kipp Avenue, Elmwood Park, NJ 07407, USA",40.89174886,-74.11435128,"","",297 Kipp Avenue,Elmwood Park,NJ 07407,USA,NJ,07407
752055393,yes,1,"2939 Metairie Heights Avenue, Metairie, LA 70002, USA",29.98602802,-90.18428816,"","",2939 Metairie Heights Avenue,Metairie,LA 70002,USA,LA,70002
752055394,yes,1,"4913 Park Drive North, Metairie, LA 70001, USA",29.9844553,-90.18767675,"","",4913 Park Drive North,Metairie,LA 70001,USA,LA,70001
752055395,yes,1,"30416 Palomino Drive, Warren, MI 48093, USA",42.51812149,-82.99797394,"","",30416 Palomino Drive,Warren,MI 48093,USA,MI,48093
752055396,yes,1,"30052 Wagner Drive, Warren, MI 48093, USA",42.51540396,-83.00137388,"","",30052 Wagner Drive,Warren,MI 48093,USA,MI,48093
752055397,yes,1,"207 Graham Avenue, Lombard, IL 60148, USA",41.86802948,-88.02086377,"","",207 Graham Avenue,Lombard,IL 60148,USA,IL,60148
752055398,yes,1,"1036 Hammerschmidt Avenue, Lombard, IL 60148, USA",41.8657549,-88.01294652,"","",1036 Hammerschmidt Avenue,Lombard,IL 60148,USA,IL,60148
752055399,yes,1,"3440-3476 Manhattan Beach Boulevard, Gardena, CA 90249, USA",33.88738512,-118.3325609,"","",3440-3476 Manhattan Beach Boulevard,Gardena,CA 90249,USA,CA,90249
752055400,yes,1,"15023 Kornblum Avenue, Hawthorne, CA 90250, USA",33.8949512,-118.3372194,"","",15023 Kornblum Avenue,Hawthorne,CA 90250,USA,CA,90250
